EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
699130,Theater Load in and Load Outs,03/13/2023 12:01:00 AM,03/14/2023 06:00:00 AM,03/02/2023 03:50:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET",Manhattan,4,18,Theater,Theater,United States of America,10019
699126,Theater Load in and Load Outs,03/11/2023 12:01:00 AM,03/12/2023 06:00:00 AM,03/02/2023 03:46:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
699109,Shooting Permit,03/07/2023 07:00:00 AM,03/07/2023 10:00:00 AM,03/02/2023 02:58:37 PM,"Mayor's Office of Film, Theatre & Broadcasting",ELDERT STREET between WYCKOFF AVENUE and DEAD END,Brooklyn,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
699101,Theater Load in and Load Outs,03/15/2023 12:01:00 AM,03/16/2023 11:59:00 PM,03/02/2023 02:31:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   51 STREET between 5 AVENUE and 6 AVENUE,  WEST   50 STREET between 5 AVENUE and 6 AVENUE",Manhattan,5,18,Theater,Theater,United States of America,"10019, 10020, 10112"
699092,Shooting Permit,03/07/2023 09:00:00 AM,03/07/2023 10:00:00 PM,03/02/2023 01:55:35 PM,"Mayor's Office of Film, Theatre & Broadcasting","LEXINGTON AVENUE between EAST   83 STREET and EAST   85 STREET,  LEXINGTON AVENUE between EAST   82 STREET and EAST   83 STREET,  LEXINGTON AVENUE between EAST   81 STREET and EAST   82 STREET,  EAST   83 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   83 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   84 STREET between LEXINGTON AVENUE and 3 AVENUE,  3 AVENUE between EAST   84 STREET and EAST   85 STREET,  3 AVENUE between EAST   83 STREET and EAST   84 STREET,  EAST   83 STREET between 3 AVENUE and 2 AVENUE",Manhattan,8,19,Television,Episodic series,United States of America,10028
699076,Shooting Permit,03/07/2023 07:00:00 AM,03/07/2023 07:00:00 PM,03/02/2023 01:18:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","WASHINGTON AVENUE between LAFAYETTE AVENUE and GREENE AVENUE,  WASHINGTON AVENUE between LAFAYETTE AVENUE and DEKALB AVENUE",Brooklyn,2,88,WEB,Not Applicable,United States of America,"11205, 11238"
699072,Theater Load in and Load Outs,03/09/2023 12:01:00 AM,03/10/2023 06:00:00 AM,03/02/2023 01:07:07 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
699056,Theater Load in and Load Outs,03/04/2023 12:01:00 AM,03/05/2023 06:00:00 AM,03/02/2023 12:46:56 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
699052,Theater Load in and Load Outs,03/03/2023 12:01:00 AM,03/03/2023 11:59:00 PM,03/02/2023 12:40:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
699047,Theater Load in and Load Outs,03/10/2023 12:01:00 AM,03/11/2023 06:00:00 AM,03/02/2023 12:35:16 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET",Manhattan,4,18,Theater,Theater,United States of America,10019
699042,Theater Load in and Load Outs,03/09/2023 12:01:00 AM,03/09/2023 11:59:00 PM,03/02/2023 12:29:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET",Manhattan,4,18,Theater,Theater,United States of America,10019
699041,Shooting Permit,03/09/2023 06:00:00 AM,03/09/2023 10:00:00 PM,03/02/2023 12:29:08 PM,"Mayor's Office of Film, Theatre & Broadcasting","BEDFORD AVENUE between GRAND STREET and SOUTH    1 STREET,  GRAND STREET between BERRY STREET and DRIGGS AVENUE,  SOUTH    1 STREET between BEDFORD AVENUE and BERRY STREET,  WYTHE AVENUE between GRAND STREET and SOUTH    2 STREET",Brooklyn,1,90,Commercial,Commercial,United States of America,"11211, 11249"
699031,Theater Load in and Load Outs,03/05/2023 12:01:00 AM,03/06/2023 06:00:00 AM,03/02/2023 12:15:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET",Manhattan,4,18,Theater,Theater,United States of America,10019
699013,Shooting Permit,03/07/2023 06:30:00 AM,03/07/2023 12:00:00 PM,03/02/2023 11:21:32 AM,"Mayor's Office of Film, Theatre & Broadcasting","VANDERBILT AVENUE between FLUSHING AVENUE and PARK AVENUE,  FLUSHING AVENUE between CLINTON AVENUE and CLERMONT AVENUE,  CLERMONT AVENUE between PARK AVENUE and FLUSHING AVENUE",Brooklyn,2,88,Television,Episodic series,United States of America,11205
698978,Shooting Permit,03/04/2023 04:00:00 AM,03/04/2023 12:00:00 PM,03/02/2023 09:17:57 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
698977,Shooting Permit,03/07/2023 06:00:00 AM,03/07/2023 08:00:00 PM,03/02/2023 09:15:30 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
698975,Shooting Permit,03/09/2023 07:00:00 AM,03/09/2023 09:00:00 PM,03/02/2023 09:00:46 AM,"Mayor's Office of Film, Theatre & Broadcasting","11 AVENUE between WEST   45 STREET and WEST   49 STREET,  WEST   46 STREET between 10 AVENUE and 11 AVENUE,  WEST   47 STREET between 10 AVENUE and 11 AVENUE,  WEST   48 STREET between 10 AVENUE and 11 AVENUE,  WEST   49 STREET between 10 AVENUE and 11 AVENUE,  RIVERSIDE DRIVE between WEST   80 STREET and WEST   82 STREET,  RIVERSIDE DRIVE between WEST   83 STREET and WEST   87 STREET,  WEST END AVENUE between WEST   86 STREET and WEST   87 STREET",Manhattan,"4, 7","18, 20, 24",Television,Cable-episodic,United States of America,"10019, 10024, 10036"
698939,Shooting Permit,03/07/2023 08:00:00 AM,03/07/2023 09:00:00 PM,03/01/2023 09:13:49 PM,"Mayor's Office of Film, Theatre & Broadcasting",STANHOPE STREET between MYRTLE AVENUE and CENTRAL AVENUE,Brooklyn,4,83,Film,Feature,United States of America,11221
698934,Shooting Permit,03/05/2023 06:00:00 AM,03/05/2023 09:00:00 PM,03/01/2023 08:09:02 PM,"Mayor's Office of Film, Theatre & Broadcasting","BRIGHTON   11 STREET between BRIGHTON BEACH AVENUE and CASS PLACE,  BRIGHTON BEACH AVENUE between BRIGHTON    6 STREET and BRIGHTON    7 STREET",Brooklyn,13,60,Film,Feature,United States of America,11235
698924,Shooting Permit,03/22/2023 04:00:00 PM,03/23/2023 07:00:00 AM,03/01/2023 07:06:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONROE STREET between MARKET STREET and CATHERINE STREET,  CATHERINE STREET between MONROE STREET and CHERRY STREET,  PIKE SLIP between CHERRY STREET and SOUTH STREET,  CHERRY STREET between MARKET STREET and CATHERINE STREET,  MARKET STREET between MADISON STREET and CHERRY STREET,  MONROE STREET between PIKE STREET and MARKET STREET,  PIKE STREET between MADISON STREET and CHERRY STREET,  MADISON STREET between PIKE STREET and CLINTON STREET,  CHERRY STREET between PIKE STREET and RUTGERS STREET",Manhattan,3,"5, 7",Television,Episodic series,United States of America,"10002, 10038"
698894,Shooting Permit,03/06/2023 06:00:00 AM,03/06/2023 06:00:00 PM,03/01/2023 04:46:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","MONROE STREET between MARCY AVENUE and TOMPKINS AVENUE,  MADISON STREET between MARCY AVENUE and TOMPKINS AVENUE",Brooklyn,3,79,Still Photography,Not Applicable,United States of America,11216
698889,Shooting Permit,03/06/2023 07:00:00 AM,03/06/2023 07:00:00 PM,03/01/2023 04:32:05 PM,"Mayor's Office of Film, Theatre & Broadcasting",CHATHAM SQUARE between MOTT STREET and DOYERS STREET,Manhattan,3,5,WEB,Not Applicable,United States of America,"10002, 10007, 10013, 10038"
698879,Shooting Permit,03/13/2023 07:00:00 AM,03/13/2023 09:00:00 PM,03/01/2023 04:07:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   50 STREET between 11 AVENUE and 9 AVENUE,  9 AVENUE between WEST   51 STREET and WEST   49 STREET,  WEST   49 STREET between 9 AVENUE and 8 AVENUE,  10 AVENUE between WEST   47 STREET and WEST   43 STREET,  WEST   44 STREET between 11 AVENUE and 10 AVENUE,  WEST   45 STREET between 10 AVENUE and 11 AVENUE,  10 AVENUE between WEST   42 STREET and WEST   41 STREET",Manhattan,4,"10, 18",Television,Episodic series,United States of America,"10019, 10036"
698871,Theater Load in and Load Outs,03/17/2023 12:01:00 AM,03/17/2023 11:59:00 PM,03/01/2023 03:44:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
698868,Shooting Permit,03/03/2023 07:00:00 AM,03/03/2023 09:00:00 PM,03/01/2023 03:40:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  NORTH HENRY STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
698866,Theater Load in and Load Outs,03/15/2023 12:01:00 AM,03/16/2023 06:00:00 AM,03/01/2023 03:38:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
698855,Shooting Permit,03/09/2023 06:00:00 AM,03/09/2023 11:00:00 PM,03/01/2023 03:21:20 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   13 STREET between HUDSON STREET and 8 AVENUE,  GANSEVOORT STREET between HUDSON STREET and WEST    4 STREET,  HUDSON STREET between WEST   13 STREET and HORATIO STREET,  WEST    4 STREET between WEST   13 STREET and HORATIO STREET,  WEST   13 STREET between WEST    4 STREET and 8 AVENUE,  GREENWICH AVENUE between 7 AVENUE and 8 AVENUE",Manhattan,2,6,Television,Episodic series,United States of America,"10011, 10014"
698854,Shooting Permit,03/06/2023 06:00:00 AM,03/06/2023 10:00:00 PM,03/01/2023 03:11:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","UNIVERSITY PLACE between EAST    8 STREET and EAST   10 STREET,  EAST    9 STREET between UNIVERSITY PLACE and 5 AVENUE,  EAST    9 STREET between UNIVERSITY PLACE and BROADWAY,  EAST   10 STREET between UNIVERSITY PLACE and BROADWAY",Manhattan,"2, 4","10, 6",Television,Episodic series,United States of America,"10003, 10011"
698853,Shooting Permit,03/03/2023 07:00:00 AM,03/03/2023 11:00:00 PM,03/01/2023 03:11:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE,  RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
698845,Shooting Permit,03/06/2023 08:00:00 AM,03/06/2023 10:00:00 PM,03/01/2023 02:45:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","Henry Hudson Parkway W between W 239th St and W 246th St,  Henry Hudson Parkway W between W 246th St and W 252nd St,  WEST  252 STREET between SYCAMORE AVENUE and ARLINGTON AVENUE,  WEST  249 STREET between INDEPENDENCE AVENUE and ARLINGTON AVENUE",Bronx,8,50,Television,Cable-episodic,United States of America,10471
698795,Shooting Permit,03/03/2023 06:00:00 AM,03/03/2023 09:00:00 PM,03/01/2023 01:32:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","PROSPECT PLACE between 6 AVENUE and FLATBUSH AVENUE,  FLATBUSH AVENUE between ST MARKS AVENUE and PROSPECT PLACE,  FLATBUSH AVENUE between PROSPECT PLACE and 7 AVENUE,  7 AVENUE between PARK PLACE and ED ROGOWSKY WAY,  6 AVENUE between PROSPECT PLACE and ST MARKS AVENUE",Brooklyn,"6, 8",78,Television,Episodic series,United States of America,11217
698793,Shooting Permit,04/06/2023 06:00:00 AM,04/06/2023 10:00:00 PM,03/01/2023 01:31:18 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   58 STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,18,Television,Variety,United States of America,10019
698788,Shooting Permit,04/05/2023 06:00:00 AM,04/05/2023 10:00:00 PM,03/01/2023 01:26:33 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   58 STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,18,Television,Variety,United States of America,10019
698787,Shooting Permit,03/10/2023 08:00:00 AM,03/10/2023 08:00:00 PM,03/01/2023 01:26:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","30 PLACE between 47 AVENUE and 48 AVENUE,  30 STREET between 47 AVENUE and 48 AVENUE,  48 AVENUE between 30 STREET and 30 PLACE",Queens,2,108,Television,Episodic series,United States of America,11101
698786,Shooting Permit,03/09/2023 08:00:00 AM,03/09/2023 08:00:00 PM,03/01/2023 01:25:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  175 STREET and WEST  176 STREET,  WEST  176 STREET between BROADWAY and FORT WASHINGTON AVENUE,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  WADSWORTH AVENUE between WEST  175 STREET and WEST  176 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  181 STREET,  WEST  181 STREET between FORT WASHINGTON AVENUE and MAGAW PLACE",Manhattan,12,"33, 34",Television,Episodic series,United States of America,10033
698785,Shooting Permit,03/03/2023 07:00:00 AM,03/04/2023 12:00:00 AM,03/01/2023 01:24:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   71 STREET between 2 AVENUE and 3 AVENUE,  2 AVENUE between EAST   70 STREET and EAST   72 STREET,  3 AVENUE between EAST   70 STREET and EAST   72 STREET,  EAST   72 STREET between 2 AVENUE and 3 AVENUE,  PARK AVENUE between EAST   70 STREET and EAST   72 STREET,  EAST   71 STREET between PARK AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   70 STREET and EAST   72 STREET",Manhattan,8,19,Television,Episodic series,United States of America,10021
698778,Shooting Permit,03/08/2023 08:00:00 AM,03/08/2023 08:00:00 PM,03/01/2023 01:15:34 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  175 STREET and WEST  176 STREET,  WEST  176 STREET between BROADWAY and FORT WASHINGTON AVENUE,  WADSWORTH AVENUE between WEST  175 STREET and WEST  176 STREET,  ST NICHLAS AVENUE between WEST  174 STREET and WEST  181 STREET",Manhattan,12,"33, 34",Television,Episodic series,United States of America,10033
698777,DCAS Prep/Shoot/Wrap Permit,03/03/2023 06:00:00 AM,03/03/2023 10:00:00 AM,03/01/2023 01:15:05 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   25 STREET between MADISON AVENUE and PARK AVENUE SOUTH,  MADISON AVENUE between EAST   23 STREET and EAST   25 STREET",Manhattan,5,13,Television,Episodic series,United States of America,10010
698776,Shooting Permit,04/04/2023 06:00:00 AM,04/04/2023 10:00:00 PM,03/01/2023 01:13:19 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   58 STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,18,Television,Variety,United States of America,10019
698771,Shooting Permit,04/03/2023 06:00:00 AM,04/03/2023 10:00:00 PM,03/01/2023 01:07:52 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   58 STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,18,Television,Variety,United States of America,10019
698770,Shooting Permit,03/06/2023 06:00:00 AM,03/06/2023 10:00:00 PM,03/01/2023 01:07:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","FRONT STREET between DOCK STREET and YORK STREET,  WATER STREET between OLD FULTON STREET and MAIN STREET,  OLD FULTON STREET between ELIZABETH PLACE and HICKS STREET,  COLUMBIA HEIGHTS between VINE STREET and DOUGHTY STREET,  EVERITT STREET between DOUGHTY STREET and OLD FULTON STREET",Brooklyn,2,"84, 88",Television,Episodic series,United States of America,"11201, 11205"
698752,Theater Load in and Load Outs,03/03/2023 12:01:00 AM,03/04/2023 11:59:00 PM,03/01/2023 12:47:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET",Manhattan,4,18,Theater,Theater,United States of America,10019
698749,Shooting Permit,03/07/2023 06:00:00 AM,03/07/2023 11:30:00 PM,03/01/2023 12:42:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   50 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   49 STREET and WEST   51 STREET,  WEST   50 STREET between 10 AVENUE and 11 AVENUE,  WEST   51 STREET between 9 AVENUE and 10 AVENUE,  9 AVENUE between WEST   50 STREET and WEST   57 STREET",Manhattan,4,18,Television,Episodic series,United States of America,10019
698744,Shooting Permit,03/03/2023 07:00:00 AM,03/03/2023 11:00:00 PM,03/01/2023 12:17:20 PM,"Mayor's Office of Film, Theatre & Broadcasting",KINGSLAND AVENUE between GREENPOINT AVENUE and DEAD END,Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
698742,Theater Load in and Load Outs,03/11/2023 12:01:00 AM,03/12/2023 06:00:00 AM,03/01/2023 12:13:02 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
698738,Theater Load in and Load Outs,03/10/2023 12:01:00 AM,03/10/2023 11:59:00 PM,03/01/2023 12:06:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
698727,Theater Load in and Load Outs,03/10/2023 06:00:00 AM,03/10/2023 11:59:00 PM,03/01/2023 11:33:01 AM,"Mayor's Office of Film, Theatre & Broadcasting",NORTH    6 STREET between KENT AVENUE and WYTHE AVENUE,Brooklyn,1,94,Theater,Theater,United States of America,11249
698718,Theater Load in and Load Outs,03/08/2023 12:01:00 AM,03/09/2023 06:00:00 AM,03/01/2023 11:19:52 AM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
698702,Shooting Permit,03/07/2023 07:00:00 AM,03/07/2023 09:00:00 PM,03/01/2023 10:42:39 AM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  CALYER STREET between DIAMOND STREET and JEWEL STREET",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
698700,Shooting Permit,03/06/2023 07:00:00 AM,03/06/2023 09:00:00 PM,03/01/2023 10:39:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","DUPONT STREET between MANHATTAN AVENUE and MCGUINNESS BOULEVARD,  PAIDGE AVENUE between MCGUINNESS BOULEVARD and CLAY STREET,  CLAY STREET between MANHATTAN AVENUE and MCGUINNESS BOULEVARD,  MCGUINNESS BLVD between ASH STREET and DUPONT STREET,  CLAY STREET between MCGUINNESS BOULEVARD and PAIDGE AVENUE,  MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
698692,Theater Load in and Load Outs,03/03/2023 12:01:00 AM,03/05/2023 06:00:00 AM,03/01/2023 10:16:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
698678,Shooting Permit,03/06/2023 06:00:00 AM,03/06/2023 08:00:00 PM,03/01/2023 09:56:17 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
698659,Shooting Permit,03/03/2023 08:00:00 AM,03/03/2023 10:00:00 PM,03/01/2023 08:24:52 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   26 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  LEXINGTON AVENUE between EAST   26 STREET and EAST   27 STREET,  EAST   27 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  PARK AVENUE SOUTH between EAST   25 STREET and EAST   29 STREET",Manhattan,"4, 5, 6","10, 13",Television,Episodic series,United States of America,"10010, 10011, 10016"
698653,Shooting Permit,03/05/2023 02:00:00 AM,03/05/2023 01:00:00 PM,03/01/2023 05:00:59 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
698622,Rigging Permit,03/07/2023 07:00:00 AM,03/07/2023 07:00:00 PM,02/28/2023 07:44:02 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   27 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,13,Television,Episodic series,United States of America,10001
698621,Shooting Permit,03/08/2023 07:00:00 AM,03/09/2023 12:00:00 AM,02/28/2023 07:39:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","10 AVENUE between WEST   35 STREET and WEST   31 STREET,  WEST   33 STREET between 9 AVENUE and 10 AVENUE,  WEST   30 STREET between 8 AVENUE and 9 AVENUE,  WEST   27 STREET between 6 AVENUE and 7 AVENUE,  7 AVENUE between WEST   27 STREET and WEST   26 STREET,  7 AVENUE between WEST   28 STREET and WEST   27 STREET,  7 AVENUE between WEST   26 STREET and WEST   25 STREET,  WEST   28 STREET between 6 AVENUE and BROADWAY,  WEST   28 STREET between 6 AVENUE and 7 AVENUE,  6 AVENUE between WEST   28 STREET and WEST   25 STREET,  WEST   26 STREET between 6 AVENUE and 7 AVENUE,  WEST   23 STREET between 6 AVENUE and 10 AVENUE",Manhattan,"4, 5","10, 13, 14",Television,Episodic series,United States of America,"10001, 10010, 10011"
698617,Shooting Permit,03/02/2023 08:00:00 AM,03/02/2023 11:00:00 PM,02/28/2023 06:54:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","ESSEX STREET between EAST HOUSTON STREET and STANTON STREET,  ESSEX STREET between STANTON STREET and DELANCEY STREET,  DELANCEY STREET between ESSEX STREET and LUDLOW STREET,  RIVINGTON STREET between NORFOLK STREET and SUFFOLK STREET,  RIVINGTON STREET between SUFFOLK STREET and CLINTON STREET,  SUFFOLK STREET between RIVINGTON STREET and DELANCEY STREET,  DELANCEY STREET between NORFOLK STREET and CLINTON STREET,  NORFOLK STREET between RIVINGTON STREET and DELANCEY STREET",Manhattan,3,7,Television,Episodic series,United States of America,10002
698611,Shooting Permit,03/04/2023 05:00:00 PM,03/05/2023 09:00:00 AM,02/28/2023 06:14:12 PM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   89 STREET and EAST   88 STREET,  EAST   89 STREET between 5 AVENUE and MADISON AVENUE",Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,10128
698607,Shooting Permit,03/08/2023 09:00:00 AM,03/08/2023 11:00:00 PM,02/28/2023 05:32:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","11 AVENUE between WEST   45 STREET and WEST   46 STREET,  WEST   46 STREET between 11 AVENUE and 10 AVENUE,  11 AVENUE between WEST   46 STREET and WEST   48 STREET,  WEST   46 STREET between 11 AVENUE and 12 AVENUE,  WEST   45 STREET between 10 AVENUE and 11 AVENUE,  WEST   48 STREET between 11 AVENUE and 10 AVENUE,  WEST   49 STREET between 10 AVENUE and 11 AVENUE",Manhattan,4,18,Television,Cable-episodic,United States of America,"10019, 10036"
698599,Shooting Permit,03/09/2023 07:00:00 AM,03/09/2023 09:00:00 PM,02/28/2023 05:03:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTER BOULEVARD between 47 ROAD and 50 AVENUE,  48 AVENUE between CENTER BOULEVARD and VERNON BOULEVARD,  5 STREET between 47 AVENUE and 47 ROAD,  47 ROAD between CENTER BOULEVARD and 5 STREET,  47 AVENUE between CENTER BOULEVARD and 5 STREET,  CENTER BOULEVARD between 47 AVENUE and 46 AVENUE,  22 STREET between 43 AVENUE and QUEENS PLAZA SOUTH,  43 AVENUE between 22 STREET and 21 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET",Queens,2,108,Television,Episodic series,United States of America,"11101, 11109"
